id,weighting,tenure_type,region
20220007757,2757.1843216934653,owner occupied,North West
20220007760,1088.2254966301987,private rented,London
20220007761,1686.3094708598458,private rented,North West
20220007765,5416.813685456411,owner occupied,South West
20220007768,2628.7755173499277,owner occupied,North West
20220007775,1638.4535557975362,owner occupied,North West
20220007780,611.7567779177712,housing association,South East
20220007781,4193.991917224004,private rented,London
20220007782,738.0945867498993,local authority,Yorkshire and the Humber
20220007783,2393.7595152014856,owner occupied,West Midlands
20220007787,945.2137233669998,local authority,South West
20220007790,1185.6690120198482,private rented,East
20220007792,321.6160228915069,owner occupied,South East
20220007797,828.6368859745186,private rented,North West
20220007799,490.39530267748734,owner occupied,South East
20220007800,1071.785665233876,private rented,South East
20220007804,2977.3202604526377,owner occupied,East
20220007809,1436.1373672587995,owner occupied,North West
20220007810,2127.153052517355,owner occupied,East
20220007814,1064.595896842811,owner occupied,North West
20220007821,3262.238240824047,owner occupied,East
20220007823,867.1678880088674,private rented,London
20220007825,4148.960533390197,owner occupied,North West
20220007826,4044.173564694852,housing association,South East
20220007829,3347.375792165662,owner occupied,North West
20220007836,4578.371600878935,housing association,London
20220007839,1538.2809843942505,local authority,West Midlands
20220007843,2721.788431631774,owner occupied,South West
20220007849,1013.7488434907167,housing association,East
20220007850,1581.582695685271,local authority,West Midlands
20220007857,1366.6864012491853,owner occupied,South West
20220007859,1238.9023306471531,private rented,East
20220007863,1178.4403707108136,local authority,East
20220007865,1641.9168077972247,owner occupied,East
20220007871,1358.4609865644022,private rented,East
20220007874,2166.690938825001,owner occupied,South West
20220007875,2873.626752199388,owner occupied,South West
20220007876,2945.9965546577127,owner occupied,South West
20220007878,1667.7064972707092,owner occupied,South East
20220007879,1801.468632633738,housing association,South West
20220007880,1582.207710325431,owner occupied,South East
20220007889,1656.5025894283112,private rented,East
20220007893,642.8089245655409,private rented,East
20220007905,2607.196568095176,owner occupied,South West
20220007906,5019.425288926777,owner occupied,London
20220007908,871.2187561231274,housing association,East
20220007909,1396.5954496087013,owner occupied,South West
20220007914,4249.028012733464,owner occupied,South East
20220007916,636.6337398320026,owner occupied,North West
20220007917,1935.2375922027516,owner occupied,East
20220007922,2880.49003090404,owner occupied,East Midlands
20220007923,564.7952004661443,local authority,Yorkshire and the Humber
20220007924,401.7008215619464,housing association,East
20220007926,1698.2955799716622,owner occupied,East
20220007931,2652.325166541552,owner occupied,North West
20220007932,4252.050927299841,owner occupied,South West
20220007934,2064.9146624930595,local authority,London
20220007941,3524.9597488874874,owner occupied,London
20220007942,1405.4174793045677,local authority,Yorkshire and the Humber
20220007947,607.3160207863871,private rented,East
20220007951,2179.5094325571654,owner occupied,East Midlands
20220007952,740.6861403255261,housing association,East Midlands
20220007955,686.2740126220554,housing association,North West
20220007957,1503.0288999261772,local authority,South East
20220007958,991.8154913634279,private rented,East
20220007959,937.8488494852149,owner occupied,South West
20220007964,4984.8055245353125,owner occupied,South East
20220007966,14033.571726884526,owner occupied,Yorkshire and the Humber
20220007975,2380.547561377527,housing association,East Midlands
20220007976,1130.9453962330037,private rented,East
20220007977,2557.519666077462,housing association,London
20220007982,1223.7097171404384,local authority,South East
20220007989,2274.715157239567,owner occupied,North West
20220007990,2997.609667164132,owner occupied,North West
20220007991,4369.996003071279,owner occupied,East
20220007995,1382.4143762084607,local authority,West Midlands
20220007996,2496.633744582824,owner occupied,Yorkshire and the Humber
20220007998,359.453266123358,owner occupied,North West
20220007999,8272.498016078323,owner occupied,North West
20220008003,2345.703036371886,housing association,North West
20220008005,10604.128284672048,owner occupied,London
20220008008,5897.403411366244,private rented,South West
20220008010,1634.7072965336245,housing association,London
20220008014,2496.6317422023735,owner occupied,South East
20220008021,1482.912313015941,local authority,West Midlands
20220008027,1798.964412762943,private rented,South West
20220008030,3522.6721916803344,owner occupied,North West
20220008032,1338.3335040784339,housing association,North East
20220008034,2755.211233565387,owner occupied,West Midlands
20220008035,3213.7137117584666,owner occupied,North East
20220008038,1059.598306052551,private rented,London
20220008044,1960.517259457141,owner occupied,West Midlands
20220008045,1793.40847411019,housing association,South West
20220008047,3903.41298104587,owner occupied,South West
20220008051,6548.38604965502,private rented,North East
20220008053,3313.821825157054,private rented,South East
20220008054,1031.087015477582,owner occupied,East
20220008057,847.4722249647422,owner occupied,Yorkshire and the Humber
20220008061,753.049748589618,housing association,South West
20220008063,3218.4482051067534,owner occupied,London
20220008066,3181.740966138305,owner occupied,West Midlands
20220008072,1932.953692834257,owner occupied,South West
20220008078,4800.463714574286,owner occupied,London
20220008079,2355.4190955976023,owner occupied,East
20220008081,3292.7800595614017,owner occupied,East Midlands
20220008089,2513.5943667073047,housing association,North West
20220008092,2233.81807045054,private rented,South West
20220008094,2349.787976250093,local authority,London
20220008097,2297.778631561356,owner occupied,East Midlands
20220008106,3111.8790897483377,owner occupied,South West
20220008107,1835.4717094238893,owner occupied,South East
20220008112,5793.221469955151,private rented,West Midlands
20220008115,720.8105135410084,housing association,South East
20220008119,353.0969665722768,owner occupied,West Midlands
20220008120,4529.067639984254,private rented,Yorkshire and the Humber
20220008125,1321.5377248573955,owner occupied,North East
20220008126,961.1982438119309,owner occupied,South East
20220008131,1351.6498494369835,owner occupied,South West
20220008133,610.5410219360252,owner occupied,Yorkshire and the Humber
20220008134,2196.977526575094,owner occupied,West Midlands
20220008137,2706.3878305548074,owner occupied,North West
20220008138,3289.6421421643354,private rented,Yorkshire and the Humber
20220008139,893.2412325217788,private rented,East Midlands
20220008140,2422.4349016033607,private rented,South East
20220008143,1669.739643548182,owner occupied,South West
20220008145,4469.449805412837,owner occupied,London
20220008147,2105.1683128059285,owner occupied,North East
20220008150,2933.1707217038843,owner occupied,East
20220008153,4103.512165120082,owner occupied,London
20220008154,536.4578740291485,owner occupied,Yorkshire and the Humber
20220008155,1166.6057917290073,local authority,Yorkshire and the Humber
20220008158,6310.748360538931,owner occupied,South West
20220008159,5635.283485691227,owner occupied,London
20220008160,756.5364711864192,local authority,Yorkshire and the Humber
20220008161,963.843529147009,private rented,London
20220008167,4314.992897230883,owner occupied,North East
20220008170,1389.6911592038366,private rented,South West
20220008177,770.5542447875697,private rented,South East
20220008183,990.9998232264429,housing association,North West
20220008185,2481.767775357449,owner occupied,North West
20220008186,4639.404741856732,owner occupied,Yorkshire and the Humber
20220008187,753.8511386495645,private rented,South West
20220008189,4058.4942109335084,owner occupied,South East
20220008191,3334.662302051637,owner occupied,North West
20220008196,3012.5922994497278,local authority,West Midlands
20220008210,1011.2013809535598,housing association,East
20220008212,4159.456218428132,owner occupied,East
20220008213,2478.0088708870603,private rented,Yorkshire and the Humber
20220008217,997.1710845081957,housing association,North West
20220008218,913.9521205516705,housing association,North West
20220008221,4232.913730673376,owner occupied,East
20220008224,1531.9761727284315,owner occupied,North West
20220008234,1756.0897651448543,owner occupied,South East
20220008235,6077.03119038015,owner occupied,South West
20220008240,1701.5119489992476,owner occupied,East
20220008242,1949.1156258235546,private rented,East
20220008245,1705.993539012328,owner occupied,West Midlands
20220008246,6258.900605856258,owner occupied,West Midlands
20220008247,2895.359467575092,private rented,East Midlands
20220008249,791.59932768699,owner occupied,Yorkshire and the Humber
20220008251,1958.032604883027,owner occupied,South East
20220008252,2066.830707591024,owner occupied,North West
20220008253,3381.314232081977,housing association,London
20220008259,1449.2554607308,owner occupied,East Midlands
20220008260,1773.0261667956856,owner occupied,South West
20220008262,3498.368319096133,owner occupied,North West
20220008268,1429.6426975952713,local authority,London
20220008272,810.6077188976967,owner occupied,South West
20220008274,1370.465424063407,owner occupied,London
20220008279,4294.587953193911,owner occupied,East Midlands
20220008280,2889.0716010404844,owner occupied,Yorkshire and the Humber
20220008288,1032.3795188958397,housing association,North East
20220008289,2199.378964808364,private rented,South East
20220008291,2954.3953959664536,owner occupied,South West
20220008293,3907.5239567263034,owner occupied,Yorkshire and the Humber
20220008294,2247.421155232724,owner occupied,South West
20220008296,948.8436857544269,local authority,East
20220008297,612.4923570586134,owner occupied,South East
20220008300,2933.2378917451992,owner occupied,North West
20220008304,4869.10425758762,owner occupied,South East
20220008305,1890.9572211801562,owner occupied,South East
20220008309,440.61172333281905,housing association,East
20220008310,2089.0245252133363,owner occupied,South East
20220008317,1832.3741378714342,owner occupied,East
20220008320,4051.959484017379,private rented,South East
20220008323,836.6570308085912,private rented,Yorkshire and the Humber
20220008333,4292.413402737298,owner occupied,South East
20220008337,920.03926415025,private rented,London
20220008340,2813.4348969685743,housing association,East Midlands
20220008342,4249.26760488177,housing association,London
20220008344,1768.930641580537,owner occupied,North West
20220008345,2390.326682622931,owner occupied,London
20220008348,1914.45515192582,owner occupied,West Midlands
20220008349,3853.046044091437,owner occupied,South West
20220008350,892.0032795357154,housing association,North West
20220008356,503.7774501483248,owner occupied,South East
20220008359,922.263561243984,local authority,West Midlands
20220008364,3215.241257529112,private rented,North West
20220008366,1839.701674159197,owner occupied,South East
20220008367,1092.2467662582849,owner occupied,South East
20220008371,1838.9371612128466,housing association,North West
20220008374,277.40198474100606,owner occupied,South East
20220008383,2343.7143916569826,owner occupied,West Midlands
20220008384,964.3922235533026,local authority,South East
20220008387,5810.900988761382,owner occupied,North West
20220008394,517.9310657815558,owner occupied,South East
20220008399,2888.11475236134,local authority,North West
20220008408,2883.7580269585164,owner occupied,South West
20220008409,767.8747340152627,housing association,Yorkshire and the Humber
20220008415,4183.215758887673,owner occupied,South East
20220008418,2918.788883584664,owner occupied,East
20220008419,3754.786140500463,owner occupied,South East
20220008426,630.3358670685719,owner occupied,East
20220008428,1610.44576706049,owner occupied,Yorkshire and the Humber
20220008432,3280.449742286744,owner occupied,London
20220008434,5462.284561315308,owner occupied,London
20220008435,5881.394871738038,owner occupied,Yorkshire and the Humber
20220008436,3795.956172661835,owner occupied,West Midlands
20220008437,5348.488319235108,owner occupied,North East
20220008450,13168.713910103983,owner occupied,North West
20220008453,1280.4746574761498,owner occupied,South East
20220008457,3667.7378909838744,owner occupied,London
20220008459,564.8219891955742,owner occupied,South East
20220008461,2450.3811021356687,owner occupied,Yorkshire and the Humber
20220008463,1063.387502772075,local authority,Yorkshire and the Humber
20220008468,627.5564120230272,owner occupied,North West
20220008478,7560.028320331534,owner occupied,East
20220008480,3809.8047242302578,owner occupied,East
20220008482,1135.9879407055141,private rented,North East
20220008483,9174.10203920578,owner occupied,West Midlands
20220008484,2163.024766768687,owner occupied,North West
20220008485,4594.45838177801,owner occupied,East Midlands
20220008488,1283.2849680973056,owner occupied,East Midlands
20220008489,1407.9082231558123,owner occupied,South East
20220008490,573.1301897055985,local authority,Yorkshire and the Humber
20220008491,3208.858783350579,owner occupied,South East
20220008497,719.3804904017744,local authority,London
20220008498,1593.4145748840074,housing association,North East
20220008500,5560.455232683446,private rented,London
20220008501,1237.1680908933047,local authority,East Midlands
20220008503,2754.3074671866584,owner occupied,South East
20220008504,678.692905899099,private rented,South East
20220008506,2421.3810753053453,private rented,East Midlands
20220008508,1001.5591385288411,private rented,East
20220008511,1783.2665684337733,owner occupied,South East
20220008516,5219.215254000176,owner occupied,London
20220008520,3769.7779916649292,owner occupied,East Midlands
20220008523,4990.253152913465,private rented,South East
20220008527,1814.86394265705,owner occupied,East
20220008528,1732.1693132158814,owner occupied,North East
20220008537,458.8691959897373,owner occupied,South West
20220008540,1398.8471080453442,housing association,West Midlands
20220008543,1442.1128016621055,local authority,North West
20220008548,3580.665658169853,owner occupied,East
20220008561,602.0605666063047,local authority,Yorkshire and the Humber
20220008562,2861.2262028104237,private rented,London
20220008563,936.017546934202,owner occupied,London
20220008564,2181.911212487966,owner occupied,West Midlands
20220008566,6084.792195888348,owner occupied,London
20220008569,1088.6653016441571,private rented,London
20220008570,2073.014844299757,owner occupied,South East
20220008571,3603.5284509462244,owner occupied,North East
20220008572,838.0876126630144,housing association,North West
20220008575,1591.8413376964434,private rented,Yorkshire and the Humber
20220008583,836.1256038539386,private rented,London
20220008587,1506.0467891389098,owner occupied,East
20220008594,483.15823077899506,private rented,South West
20220008595,1391.4582371962092,owner occupied,South East
20220008599,3404.369395751545,owner occupied,North East
20220008605,1862.8696440370518,owner occupied,North West
20220008606,4088.475423161921,private rented,London
20220008609,2230.9468689095684,owner occupied,North West
20220008612,3549.4337143294124,owner occupied,East
20220008623,1407.5622330175797,owner occupied,London
20220008632,502.8066410537133,owner occupied,North West
20220008637,1606.8221915219722,local authority,London
20220008641,2658.4277074192837,owner occupied,East
20220008643,643.6749578026656,owner occupied,South West
20220008645,6878.3536577314535,owner occupied,East Midlands
20220008648,1985.7440236279892,owner occupied,North East
20220008649,2489.03055248446,owner occupied,East Midlands
20220008653,1717.2550162770328,owner occupied,East Midlands
20220008655,2598.8094000376973,owner occupied,Yorkshire and the Humber
20220008657,726.7059460836099,owner occupied,East Midlands
20220008660,4748.59414285332,owner occupied,Yorkshire and the Humber
20220008662,1653.6962316733973,owner occupied,South East
20220008663,7978.582418959033,owner occupied,Yorkshire and the Humber
20220008670,330.7373954486451,owner occupied,North West
20220008671,1035.8811200721552,local authority,Yorkshire and the Humber
20220008678,2633.318709335905,owner occupied,West Midlands
20220008683,2542.051370529234,owner occupied,Yorkshire and the Humber
20220008705,308.0917828275446,owner occupied,North West
20220008706,2121.9920373736813,owner occupied,South West
20220008709,8332.682478989256,owner occupied,Yorkshire and the Humber
20220008711,8812.93195211476,private rented,London
20220008713,1365.962154381503,owner occupied,East
20220008718,1220.5605771001158,housing association,North West
20220008722,651.2840416433417,local authority,North East
20220008726,3629.7095207723746,private rented,South East
20220008731,2221.8676991352904,owner occupied,North West
20220008736,3257.267440677424,owner occupied,South West
20220008738,3239.8598462808427,owner occupied,North East
20220008745,4563.920321377159,owner occupied,East Midlands
20220008746,832.8349673813282,housing association,West Midlands
20220008748,1497.504048499426,housing association,North West
20220008750,1967.339709061412,owner occupied,South East
20220008757,3021.5537425258894,owner occupied,North West
20220008758,2759.0307348845886,owner occupied,North East
20220008759,4873.267062741423,owner occupied,South West
20220008768,5182.541768737368,private rented,London
20220008770,1945.103453117721,owner occupied,London
20220008772,4963.698286836956,owner occupied,West Midlands
20220008773,1840.9858453573959,housing association,West Midlands
20220008774,1973.4503380589485,owner occupied,West Midlands
20220008775,4592.23643109719,housing association,South East
20220008777,1514.565275839493,housing association,North East
20220008778,2445.003867084862,owner occupied,North West
20220008781,1290.6953711698518,private rented,North West
20220008782,914.1840644861746,owner occupied,London
20220008783,717.0637150231025,owner occupied,North East
20220008785,2990.7131034757667,owner occupied,North West
20220008787,9568.194573902105,private rented,London
20220008788,2037.9052157602582,owner occupied,South West
20220008790,1051.1748922257707,local authority,Yorkshire and the Humber
20220008798,426.76188905870725,housing association,East
20220008800,867.3381321556404,housing association,East
20220008801,2695.6215342705823,owner occupied,South East
20220008802,1475.2504145057758,private rented,London
20220008803,5706.69019022772,owner occupied,North East
20220008804,2360.0602863801996,owner occupied,North West
20220008805,6100.994170917126,owner occupied,North East
20220008808,1189.5137355530878,owner occupied,South West
20220008810,451.63555916993624,private rented,South West
20220008813,1218.6774819117759,local authority,South East
20220008819,2750.4027905047415,owner occupied,South East
20220008820,2227.1324436729888,owner occupied,South East
20220008821,1322.1468615743686,private rented,East
20220008823,871.1561040015054,housing association,North West
20220008826,2903.454926306659,owner occupied,East Midlands
20220008828,2289.5848203507235,owner occupied,East Midlands
20220008829,1794.274119381535,owner occupied,North West
20220008831,432.1538984260132,owner occupied,South West
20220008842,1131.820752366801,owner occupied,West Midlands
20220008845,1818.5839796019166,owner occupied,South East
20220008854,266.4318293408407,owner occupied,South East
20220008857,2054.867569465695,owner occupied,South West
20220008858,2091.238333022342,owner occupied,South East
20220008859,587.742684636191,private rented,East
20220008860,817.0432662062186,housing association,East
20220008861,619.0364017695127,owner occupied,South East
20220008864,590.9177781800881,housing association,Yorkshire and the Humber
20220008865,886.1978369258867,housing association,South West
20220008875,7931.79201450028,owner occupied,West Midlands
20220008878,4084.4484517511582,owner occupied,Yorkshire and the Humber
20220008882,3433.429709554741,owner occupied,North West
20220008886,692.192906948057,housing association,Yorkshire and the Humber
20220008888,3006.930313056819,owner occupied,West Midlands
20220008890,363.41083196146394,owner occupied,South West
20220008900,2536.5833513254693,owner occupied,Yorkshire and the Humber
20220008901,1444.8670643882126,owner occupied,East
20220008908,818.8465547269509,housing association,Yorkshire and the Humber
20220008910,1821.3116217856982,owner occupied,South West
20220008911,5585.996395871499,owner occupied,East
20220008912,2381.9100157153644,owner occupied,South West
20220008913,5771.545658192114,owner occupied,London
20220008914,2057.8411641870925,owner occupied,East
20220008918,2959.87679011849,owner occupied,West Midlands
20220008919,2864.2351521322707,owner occupied,South East
20220008921,3414.893153130715,owner occupied,North West
20220008923,2936.3151743025383,owner occupied,East Midlands
20220008927,1098.8750402128492,private rented,North East
20220008929,886.9815506706135,owner occupied,East
20220008931,1578.2305651431536,owner occupied,Yorkshire and the Humber
20220008934,8808.664785090801,private rented,East Midlands
20220008946,2300.3639569092793,owner occupied,South West
20220008947,9156.97882328955,local authority,London
20220008948,883.1329984598069,private rented,Yorkshire and the Humber
20220008953,3403.6006465835835,owner occupied,East
20220008955,2142.870373636272,private rented,North West
20220008960,2966.7589977256243,private rented,North West
20220008964,1885.7984155659246,owner occupied,Yorkshire and the Humber
20220008972,2154.8254299344435,owner occupied,South East
20220008973,1185.2319168478114,private rented,East
20220008979,1004.162269332722,owner occupied,East Midlands
20220008981,743.3247413769892,housing association,West Midlands
20220008982,1842.4737163087202,owner occupied,West Midlands
20220008987,1960.5808704035476,owner occupied,South West
20220008988,735.0836527712322,local authority,Yorkshire and the Humber
20220008998,1005.2511538472172,housing association,North East
20220009000,848.5600925627499,owner occupied,South West
20220009002,1928.0512163174676,housing association,Yorkshire and the Humber
20220009003,3193.192979011938,owner occupied,East Midlands
20220009004,2580.6632062190556,housing association,East Midlands
20220009008,1565.905533143094,local authority,Yorkshire and the Humber
20220009012,1521.3380016102535,housing association,North East
20220009016,4382.743474356028,owner occupied,East
20220009020,4294.458547578675,owner occupied,West Midlands
20220009021,661.0762701898299,owner occupied,South West
20220009027,1764.3089050409014,owner occupied,North West
20220009030,1200.9800062206573,owner occupied,London
20220009031,2502.225163354894,owner occupied,South East
20220009037,2323.107846556748,owner occupied,East Midlands
20220009038,1391.8561054973945,local authority,South East
20220009039,1718.9433871981616,owner occupied,North West
20220009040,735.0235204466728,owner occupied,Yorkshire and the Humber
20220009045,934.8983286095097,owner occupied,West Midlands
20220009046,5501.060864030083,owner occupied,South West
20220009063,4925.680239933212,housing association,East Midlands
20220009064,4165.053002932954,owner occupied,East Midlands
20220009068,898.7122630718321,housing association,South West
20220009070,5491.158863896607,owner occupied,East Midlands
20220009076,3610.6603279159945,owner occupied,South East
20220009079,1444.533681449396,local authority,London
20220009082,4452.278187748737,owner occupied,North West
20220009084,4105.118610078704,owner occupied,South East
20220009086,3370.4364427333685,owner occupied,South East
20220009087,669.415626114552,owner occupied,North West
20220009092,2626.2296884436782,owner occupied,South West
20220009095,2529.6297832240843,owner occupied,East Midlands
20220009101,2334.096341618993,private rented,North East
20220009108,3146.0883643400543,private rented,South West
20220009110,5158.038203187113,private rented,South East
20220009113,555.0610976635488,owner occupied,South West
20220009117,2076.0099944355843,local authority,East
20220009124,1011.9385367466554,housing association,South East
20220009126,1791.0954966401519,private rented,South West
20220009132,2047.6205300792055,owner occupied,South East
20220009137,750.938487207719,local authority,East
20220009138,1808.9202545097842,owner occupied,South East
20220009145,659.7823750985358,private rented,East
20220009160,691.9876941210165,private rented,South West
20220009165,1568.8287155425137,housing association,North East
20220009167,1575.4106663125801,housing association,South East
20220009169,2600.580398905922,owner occupied,South East
20220009173,3983.092521970734,private rented,South East
20220009174,2590.270185659253,housing association,North West
20220009176,2675.935051800888,owner occupied,Yorkshire and the Humber
20220009191,1018.0388919382222,private rented,East
20220009197,3307.97620389667,owner occupied,South East
20220009198,2118.548394457339,owner occupied,Yorkshire and the Humber
20220009202,2707.8668129870357,housing association,East
20220009212,2677.6173165677324,owner occupied,East Midlands
20220009218,3920.931798400338,owner occupied,North West
20220009223,2105.440388620597,private rented,North West
20220009224,6689.195484200018,owner occupied,East
20220009225,3426.6313802148434,owner occupied,South East
20220009226,3335.4894896425953,owner occupied,East Midlands
20220009228,571.6518148800797,owner occupied,South East
20220009229,2364.436872485388,owner occupied,East Midlands
20220009230,3642.268691706012,owner occupied,West Midlands
20220009232,8556.513999083083,owner occupied,East Midlands
20220009233,1503.6530697448209,private rented,East
20220009234,5286.361313278348,owner occupied,South East
20220009237,2500.5291476446732,housing association,North West
20220009238,418.02183070394733,owner occupied,East
20220009240,8930.80506045416,owner occupied,London
20220009246,1543.7204207002203,owner occupied,North West
20220009247,1571.43842347066,owner occupied,South East
20220009253,615.4297035324231,local authority,North East
20220009261,4335.79567825338,owner occupied,London
20220009262,1995.9137188380437,owner occupied,South West
20220009268,2143.616361578623,owner occupied,West Midlands
20220009271,1439.2124669326724,owner occupied,North West
20220009272,1522.3500211587057,local authority,East Midlands
20220009282,404.1144282394311,owner occupied,East
20220009284,2626.0244605605476,private rented,South East
20220009285,1015.8350898316909,private rented,East
20220009298,910.0214385746912,local authority,East
20220009299,4582.746896354043,owner occupied,South East
20220009302,2496.187861985339,owner occupied,Yorkshire and the Humber
20220009303,2256.150246701368,owner occupied,East Midlands
20220009304,1136.4420315933996,housing association,North West
20220009305,1961.5046756337413,owner occupied,North West
20220009310,2166.8456874103003,owner occupied,East Midlands
20220009312,2071.0350307860976,owner occupied,London
20220009313,2578.671477253327,private rented,South West
20220009316,6707.768836825164,owner occupied,East Midlands
20220009317,4779.5721532255,owner occupied,North East
20220009326,4023.047203850121,owner occupied,South West
20220009327,1858.9242402564485,owner occupied,East
20220009334,1514.1890798634859,housing association,East
20220009338,4304.610933710165,owner occupied,East Midlands
20220009339,1524.5248202019827,owner occupied,North East
20220009340,2370.6960744280295,private rented,Yorkshire and the Humber
20220009341,1162.8200704647238,owner occupied,London
20220009352,2265.4471278178835,owner occupied,East Midlands
20220009357,840.9670499368633,private rented,East
20220009358,751.4264401147303,housing association,East
20220009361,1926.6490784463606,local authority,Yorkshire and the Humber
20220009363,4320.66949428638,owner occupied,East
20220009366,556.0634678869158,owner occupied,South East
20220009375,2745.3256544180244,owner occupied,East Midlands
20220009378,656.0360013260005,local authority,East
20220009379,895.028876684018,housing association,London
20220009382,2884.1512696234445,owner occupied,London
20220009383,2939.5370216016026,private rented,West Midlands
20220009384,2393.8988037380373,private rented,East Midlands
20220009402,507.6507550657391,owner occupied,West Midlands
20220009403,2757.7539736431354,owner occupied,London
20220009409,1232.8232005824236,local authority,South West
20220009411,539.3626672357235,private rented,South West
20220009412,3967.1680626839457,owner occupied,Yorkshire and the Humber
20220009415,4329.627312110392,local authority,Yorkshire and the Humber
20220009422,1819.335947560346,local authority,London
20220009423,2375.956179696853,housing association,South East
20220009424,762.0958908821028,owner occupied,North West
20220009429,842.3762989227743,local authority,South West
20220009430,4849.358513352643,owner occupied,South East
20220009435,15281.557403283698,owner occupied,London
20220009436,2078.138784157137,owner occupied,South West
20220009437,4810.0875633861015,housing association,East
20220009439,577.7216450195233,housing association,East
20220009446,625.3378484373551,private rented,North West
20220009448,2477.6889297618573,private rented,London
20220009452,2524.663352403637,owner occupied,South East
20220009455,2864.2873597400317,owner occupied,West Midlands
20220009456,2379.5872072495686,owner occupied,South East
20220009458,854.9366730331722,owner occupied,London
20220009464,10507.847339917857,owner occupied,West Midlands
20220009466,1213.9416661389268,housing association,North West
20220009467,10643.009538001754,owner occupied,London
20220009468,2770.364443017486,owner occupied,North West
20220009470,1314.727006771919,housing association,North West
20220009476,2524.5310723390457,owner occupied,East Midlands
20220009480,940.6749755326365,owner occupied,East
20220009483,2498.6354063358917,owner occupied,East
20220009490,9368.754093684098,private rented,Yorkshire and the Humber
20220009492,1931.710879175029,private rented,East
20220009493,370.6180630460636,owner occupied,East
20220009497,1719.209864986898,owner occupied,North East
20220009508,1008.9784913164614,owner occupied,North West
20220009509,294.8360096676408,housing association,East
20220009511,1674.2046489833413,owner occupied,East
20220009513,1358.773683444414,housing association,South East
20220009514,1453.384156773509,owner occupied,London
20220009518,588.0162095648491,private rented,East
20220009519,1029.9504623545472,housing association,West Midlands
20220009520,5474.7742104422205,local authority,Yorkshire and the Humber
20220009521,1211.870762744024,owner occupied,West Midlands
20220009522,2176.1838559337825,owner occupied,East
20220009523,503.1232030945233,local authority,London
20220009525,2987.3794019558163,owner occupied,East Midlands
20220009529,1501.939076214942,owner occupied,South East
20220009531,2204.3017356280557,owner occupied,North West
20220009536,628.8684278936382,owner occupied,East
20220009537,1724.5538787425571,housing association,London
20220009538,3647.227220586146,owner occupied,London
20220009539,3125.6480068148962,owner occupied,South East
20220009543,1364.1790353336755,owner occupied,Yorkshire and the Humber
20220009546,2382.9761649049296,owner occupied,West Midlands
20220009551,1682.7143861948982,housing association,South East
20220009553,2665.484478977246,owner occupied,London
20220009556,1152.1035499478912,housing association,North East
20220009561,3266.8093998299146,owner occupied,West Midlands
20220009568,2547.110985721414,owner occupied,West Midlands
20220009569,2249.6441351305816,private rented,London
20220009574,5201.869926376931,owner occupied,South East
20220009576,1427.6999173668175,local authority,Yorkshire and the Humber
20220009578,2799.9860792923623,owner occupied,London
20220009580,751.7591912124192,owner occupied,South East
20220009581,3880.046993901094,private rented,North West
20220009582,1787.0160393031092,owner occupied,North West
20220009587,1664.945523704711,owner occupied,South West
20220009589,9558.726537224995,private rented,North West
20220009590,1733.037798608432,owner occupied,East
20220009593,1464.2490342247188,owner occupied,South East
20220009597,4068.450159400185,owner occupied,East
20220009599,3070.869047965871,owner occupied,North West
20220009603,596.9610076678393,owner occupied,East Midlands
20220009613,4534.849321175634,private rented,London
20220009618,743.1600705659586,private rented,Yorkshire and the Humber
20220009619,1263.434062542761,private rented,South West
20220009621,4846.040374675038,housing association,South West
20220009622,1643.9976579424915,local authority,Yorkshire and the Humber
20220009623,1579.5663768392847,owner occupied,East
20220009625,2096.220439208459,owner occupied,South East
20220009630,1713.55230750897,private rented,South East
20220009631,1833.7295113004593,private rented,London
20220009632,5361.552692652785,owner occupied,East
20220009637,4667.726014833321,owner occupied,South West
20220009638,432.5100859265141,local authority,East
20220009641,693.8642575552572,owner occupied,Yorkshire and the Humber
20220009642,4950.0301618057565,private rented,East
20220009644,1336.224305207279,owner occupied,North East
20220009647,1737.7749741491061,owner occupied,Yorkshire and the Humber
20220009652,831.2141539835065,owner occupied,Yorkshire and the Humber
20220009657,4052.3715568516536,owner occupied,North West
20220009658,3829.724824567004,owner occupied,South West
20220009660,2038.6764631011158,private rented,East
20220009661,1594.0362268909269,owner occupied,East
20220009664,2721.526959997478,owner occupied,South East
20220009665,1778.044563100191,owner occupied,North West
20220009666,2340.4160738324026,owner occupied,West Midlands
20220009670,1396.7685082173514,local authority,North West
20220009675,1772.0413425479044,owner occupied,South West
20220009688,2750.919238769432,owner occupied,Yorkshire and the Humber
20220009691,2731.0157744045687,owner occupied,West Midlands
20220009693,1041.9960988971673,private rented,South West
20220009696,1099.387040775073,owner occupied,East
20220009700,1959.4305481965337,owner occupied,East
20220009704,979.971831993317,housing association,North West
20220009705,2899.034698744801,housing association,London
20220009712,669.0717527807038,local authority,North East
20220009716,1822.9179415861702,housing association,East
20220009720,1134.221057705156,private rented,Yorkshire and the Humber
20220009722,2168.3740702550713,owner occupied,South East
20220009723,3160.1713455362033,owner occupied,London
20220009724,8997.242150794067,private rented,London
20220009725,3112.5148654820855,owner occupied,South West
20220009726,1334.1938837281104,local authority,West Midlands
20220009729,5279.1028386903845,owner occupied,South West
20220009730,2947.0236512607194,owner occupied,North West
20220009737,2799.4191652532845,private rented,South West
20220009741,2644.7723720147087,owner occupied,North West
20220009745,2414.7187373062998,owner occupied,South East
